Citation,Scientific_Name,Host_Species,Host_Family,Host_Family_Simplified,Host_Order,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Isolate_Lineage,Virus_Lineage,Virus_Dose,Dose_Method,Host_Isolate_Date,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer,Titer_SD,Titer_SE,Survival,Alive,Potential_Error,Variance
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,3,3.812858924,1.429141076,0.583444401,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,4,2.524127985,0.915872015,0.373903184,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,5,2.089623804,0.488376196,0.199378747,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,6,1.717566544,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,7,1.741720542,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1153,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,8,,,,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,1,4.640468084,0.669531916,0.27333526,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,2,6.24764619,0.99035381,0.40431025,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,3,3.729846293,1.708153707,0.697350831,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,4,2.44116891,1.71183109,0.698852116,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,5,5,1.714781604,0,0,0.833333333,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,5,6,1.717673657,0,0,0.833333333,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,5,7,1.741666985,0,0,0.833333333,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,BIRD1461,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,5,8,,,,0.833333333,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,1,1.70294561,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,2,2.622618456,1.090381544,0.445146401,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,3,1.833891341,0.157108659,0.064139341,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,4,1.711889551,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,5,1.694001668,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,6,1.717834327,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,7,1.720887049,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM173-03-pp1,2003,Mexico,1a2,C,15000,needle,2009,Colorado,6,6,8,,,,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,5,1,2.348837441,0.681162559,0.304625157,1,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,5,2,5.997644277,1.320355723,0.59048103,1,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,5,3,7.250599451,1.396400549,0.62448931,1,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,5,4,6.274424459,2.082575541,0.931356096,1,5,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,4,5,3.027398759,1.469601241,0.73480062,0.8,4,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,4,6,2.342731995,1.215268005,0.607634002,0.8,4,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,4,7,1.845780893,0,0,0.8,4,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,15000,needle,2009,California,5,4,8,,,,0.8,4,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,1,2.599053579,1.056946421,0.431496569,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,2,4.51868052,1.68131948,0.686395803,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,3,2.542551433,0.944448567,0.385569513,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,4,1.753877876,0.107122124,0.043732424,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,5,1.694269451,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,6,1.697322173,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,7,1.721154832,0,0,1,6,N,Y
Brault et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,TM171-03-pp5,2003,Mexico,1a2,C,15000,needle,2009,California,6,6,8,,,,1,6,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,4,1,2.276,0.609,0.3045,1,4,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,4,2,3.522,1.475,0.7375,1,4,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,4,3,5.016,0.581,0.2905,1,4,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,4,4,5.941,0.912,0.456,1,4,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,3,5,4.757,2.48,1.431828668,0.75,3,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,3,6,2.201,0.315,0.181865335,0.75,3,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,3,7,0.85,,,0.75,3,N,Y
Grubaugh et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,2000,New York,1a1,B,1000,needle,2013,Colorado,4,2,8,0.85,,,0.5,2,N,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,6,1,4.899,0.299,0.122066239,1,6,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,6,2,7.252,0.52025,0.212391173,1,6,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,6,3,6.547,1.1925,0.486836086,1,6,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,3,4,7.626,1.417,0.818105331,0.5,3,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,2,5,6.933,0.72375,0.511768533,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,2,6,1.618,0.09975,0.070533901,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,2,7,0.85,,,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tabasco,2003,Southern Mexico,1a1,B,100000,needle,2009,Mexico,6,0,8,0,,,0,0,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,6,1,5.845,0.57975,0.236681946,1,6,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,6,2,8.403,0.83025,0.338948143,1,6,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,5,3,9.415,1.911,0.854625181,0.833333333,5,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,3,4,9.48,1.821,1.05135484,0.5,3,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,2,5,5.856,0.824,0.582655988,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,2,6,2.834,0.34925,0.246957043,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,2,7,2.156,0.2375,0.167937861,0.333333333,2,Y,Y
Guerrero-Sanchez et al. 2011,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Tecate,2004,Northern Mexico,1a2,C,100000,needle,2009,Mexico,6,0,8,,,,,0,Y,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,1,7.8,1.175,0.479691741,1,6,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,6,2,9.8,0.725,0.295980011,1,6,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,5,3,10.3,1.55,0.693181073,0.833333333,5,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,5,4,10.3,2.15,0.96150923,0.833333333,5,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,4,5,8.4,2.25,1.125,0.666666667,4,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,3,6,1.8,0.525,0.303108891,0.5,3,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,3,7,0.85,0,0,0.5,3,N,Y
Komar et al. 2003,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,10000,needle,2000,New York,6,3,8,,,,0.5,3,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,1,3.308,0.587,0.239641747,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,2,7.26,1.55,0.633,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,3,8,1.069,0.436417423,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,4,5.92,1.32,0.539,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,5,3.237,1.238,0.505411384,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,6,0.85,,,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,7,0.85,,,1,6,N,Y
Komar et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99-4132,1999,New York,1a1,B,12589.25412,needle,2002,New York,6,6,8,,,,1,6,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,8,1,3.886,0.535,0.189151064,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,8,2,7.033,0.694,0.245366053,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,8,3,8.8,1.511,0.534219173,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,8,4,9.815,1.989,0.703217694,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,7,5,9.939,2.666,1.007653285,0.875,7,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,5,6,2.726,1.591,0.71151683,0.625,5,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,4,7,0.019,0,0,0.5,4,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1700,needle,2003,New York,8,4,8,,,,0.5,4,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,8,1,3.27,0.618,0.218495995,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,8,2,8.023,1.104,0.390322943,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,8,3,9.314,1.13,0.399515331,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,8,4,9.894,2.203,0.778878119,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,7,5,9.927,2.523,0.953604365,0.875,7,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,6,6,5.69,2.481,1.012864009,0.75,6,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,6,7,0,0,0,0.75,6,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kenya-3829,1998,Kenya,1a,A,1700,needle,2003,New York,8,5,8,0,,,0.625,5,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,1,2.02,1.127,0.398454671,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,2,4.228,0.843,0.298045508,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,3,5.098,0.932,0.32951176,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,4,4.699,1.76,0.622253967,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,5,2.904,1.653,0.584423755,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,6,0.03,0,0,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,7,0.013,0,0,1,8,N,Y
Langevin et al. 2005,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,Kunjin-6453,1998,Australia,1b,A,1700,needle,2003,New York,8,8,8,,,,1,8,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,1,2.361,0.474341649,0.15,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,2,3.886,0.850652691,0.269,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,3,4.724,1.302858396,0.412,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,4,3.306,1.315507507,0.416,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,5,2.398,1.302858396,0.412,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,6,2.537,1.751901824,0.554,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,7,2.128,1.220639177,0.386,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,8,,,,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99A30A,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,1,2.342,0.632455532,0.2,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99A30A,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,2,3.731,1.23012601,0.389,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99A30A,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,3,3.451,1.163718179,0.368,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99A30A,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,4,2.864,1.24277512,0.393,1,10,N,Y
Melian et al. 2015,Passer_domesticus,House sparrow,Passeridae,Passeridae,Passeriformes,NY99A30A,1999,New York,1a1,B,1500,needle,2012,Colorado,10,10,5,2.737,1.524217832,0.482,1,10,N,Y
