Species,Scientific Name, Common Name,Sex,N,Mean,S.D.,Min,Max, Season,Location ,Source #
Clytolaema rubricauda,Clytolaema rubricauda,Brazilian Ruby,U,1105,7.9,1.1,,,,Brazil,880
Heliodoxa aurescens,Heliodoxa aurescens,Gould's Jewelfront,U,13,6.4, ,,,,,"136, 208, 318"
Heliodoxa rubinoides,Heliodoxa rubinoides,Fawn-breasted Brilliant,M,5,8,,,,, ,208
Heliodoxa rubinoides,Heliodoxa rubinoides,Fawn-breasted Brilliant,F,6,7.6,,,,,,
Heliodoxa leadbeateri,Heliodoxa leadbeateri,Violet-fronted Brilliant,U,32,7.4,1.2,,,,,136
Heliodoxa xanthogonys,Heliodoxa xanthogonys,Velvet-browed Brilliant,M,14,7.3,,6,9,,Venezuela,296
Heliodoxa xanthogonys,Heliodoxa xanthogonys,Velvet-browed Brilliant,F,6,6.7,,6,7,,,
Heliodoxa schreibersii,Heliodoxa schreibersii,Black-throated Brilliant,M,4,9.9,,,,,Peru,370
Heliodoxa schreibersii,Heliodoxa schreibersii,Black-throated Brilliant,F,14,8.5,0.4,,,,,
Heliodoxa gularis,Heliodoxa gularis,Pink-throated Brilliant,B,4,6.3,, , ,,,"208, 1038a"
Heliodoxa branickii,Heliodoxa branickii,Rufous-webbed Brilliant,B,5,5.2,,,,, ,"208, 1288"
Heliodoxa imperatrix,Heliodoxa imperatrix,Empress Brilliant,U,20,8.8,0.6,7.2,10.4,,Columbia,1037
Heliodoxa jacula,Heliodoxa jacula,Green-crowned Brilliant,M,6,9.1,,8.6,9.5,,Panama,79
Heliodoxa jacula,Heliodoxa jacula,Green-crowned Brilliant,F,7,7.2,,5.6,8.2,,,
Eugenes fulgens,Eugenes fulgens,Magnificent Hummingbird,M,119,7.7,0.4,,,,"Oaxaca, Mexico",587
Eugenes fulgens,Eugenes fulgens,Magnificent Hummingbird,F,24,6.4,0.5,,,,,
Eugenes fulgens,Eugenes fulgens,Magnificent Hummingbird,M,10,9.9,0.3,9.4,10.4,,Costa Rica,936
Eugenes fulgens,Eugenes fulgens,Magnificent Hummingbird,F,12,8.4,0.3,7.9,9,,,
Sternoclyta cyanopectus,Sternoclyta cyanopectus,Violet-chested Hummingbird,U,43,8,1.1,6.2,10,,Venezuela,1254
Urochroa bougueri,Urochroa bougueri,White-tailed Hillstar,U,10,11.4,,8.7,14,,Peru; Columbia,"881, 899, 1037"
Boissonneaua matthewsii,Boissonneaua matthewsii,Chestnut-breasted Coronet,U,13,7.7,,,,,,"136, 208, 944, 1042"
Boissonneaua flavescens,Boissonneaua flavescens,Buff-tailed Coronet,U,12,8.2,0.4,7.3,8.8,,Columbia,324a
Boissonneaua jardini,Boissonneaua jardini,Velvet-purple Coronet,U,14,9.1,0.8,7.8,11,,Columbia ,1037
Aglaeactis cupripennis,Aglaeactis cupripennis,Shining Sunbeam,U,23,7.6,0.6,,,,,136
Aglaeactis castelnaudii,Aglaeactis castelnaudii,White-tufted Sunbeam,B,2,6.7, ,6.2,7.2,,,208
Aglaeactis pamela,Aglaeactis pamela,Black-hooded Sunbeam,B,2,5.5,,5.2,5.8,,,208
Oreotrochilus estella,Oreotrochilus estella,Andean Hillstar,U,37,8.1,0.4,,,,,136
Oreotrochilus chimborazo,Oreotrochilus chimborazo,Chimborazo Hillstar,B,2,8.2,,8,8.4,,Columbia,1037
Oreotrochilus melanogaster,Oreotrochilus melanogaster,Black-breasted Hillstar,M,2,9.1,,8.7,9.5,,Peru,1103
Lafresnaya lafresnayi,Lafresnaya lafresnayi,Mountain Velvetbreast,B,40,5.3,,4.5,6.7,,Ecuador,633
Coeligena coeligena,Coeligena coeligena,Bronzy Inca,U,34,6.8,0.1,,,,,136
Coeligena wilsoni,Coeligena wilsoni,Brown Inca,U,32,6.7,0.7,4.7,9.3,,Columbia,1037
Coeligena prunellei,Coeligena prunellei,Black Inca,U,, ,,6.6,7.4,,,218a
Coeligena torquata,Coeligena torquata,Collared Inca,M,32,7.3,1.3,3.8,12.9,,Columbia,324a
Coeligena torquata,Coeligena torquata,Collared Inca,F,6,6.2,,5.1,6.9,,,
Coeligena phalerata,Coeligena phalerata,White-tailed Starfrontlet,B,2,6.1,,5.4,6.8,,,208
Coeligena eos,Coeligena eos,Golden Starfrontlet,U,,6.6,,,,,,522
Coeligena bonapartei,Coeligena bonapartei,Golden-bellied Starfrontlet,M,124,6.6,0.6,5.3,10.1,,Columbia,324a
Coeligena bonapartei,Coeligena bonapartei,Golden-bellied Starfrontlet,F,94,6.4,0.6,3.3,8.5,,,
Coeligena helianthea,Coeligena helianthea,Blue-throated Starfrontlet,M,13,7,0.3,,,,Columbia,653
Coeligena helianthea,Coeligena helianthea,Blue-throated Starfrontlet,F,17,6.3,0.3,,,,,
Coeligena lutetiae,Coeligena lutetiae,Buff-winged Starfrontlet,M,10,7.6,0.6, , ,,Columbia,653
Coeligena lutetiae,Coeligena lutetiae,Buff-winged Starfrontlet,F,12,7,0.5,,,,,
Coeligena orina,Coeligena orina,Dusky Starfrontlet,B,4,7,,6.7,7.2,,Columbia,653
Coeligena violifer,Coeligena violifer,Violet-throated Starfrontlet,M,44,7.7, ,,,,Bolivia,963
Coeligena violifer,Coeligena violifer,Violet-throated Starfrontlet,F,23,7.1,,,,,,
Coeligena iris,Coeligena iris,Rainbow Starfrontlet,B,53,6.9,,6,8,,Ecuador,633
Ensifera ensifera,Ensifera ensifera,Sword-billed Hummingbird,B,11,11.2,,,,, ,"136, 208, 633, 1037"
Pterophanes cyanopterus,Pterophanes cyanopterus,Great Sapphirewing,M,3,10.2,,,,,Bolivia,963
Pterophanes cyanopterus,Pterophanes cyanopterus,Great Sapphirewing,F,3,8.4,,,,,,
Patagona gigas,Patagona gigas,Giant Hummingbird,U,10,20.2,1.3,,,,,136
Sephanoides sephaniodes,Sephanoides sephaniodes,Green-backed Firecrown,M,15,5.7,,,,,Chile,207
Sephanoides sephaniodes,Sephanoides sephaniodes,Green-backed Firecrown,F,12,4.7,,,,,,
Sephanoides fernandensis,Sephanoides fernandensis,Juan Fernandez Firecrown,M,15,10.9,,,,,Chile,207
Sephanoides fernandensis,Sephanoides fernandensis,Juan Fernandez Firecrown,F,2,7,,,,,,
Heliangelus clarisse,Heliangelus clarisse,Longuemare's Sunangel,U,,5.3,,,,,,522
Heliangelus mavors,Heliangelus mavors,Orange-throated Sunangel,U,,4.2,,,,,,522
Heliangelus amethysticollis,Heliangelus amethysticollis,Amethyst-throated Sunangel,M,15,5.3, ,,,,Bolivia,963
Heliangelus amethysticollis,Heliangelus amethysticollis,Amethyst-throated Sunangel,F,11,4.8,,,,,,
Heliangelus strophianus,Heliangelus strophianus,Gorgeted Sunangel,M,4,5.5,,4.9,6,,Columbia,1037
Heliangelus exortis,Heliangelus exortis,Tourmaline Sunangel,M,115,4.8,0.6,3.5,8.5,,Columbia,324a
Heliangelus exortis,Heliangelus exortis,Tourmaline Sunangel,F,28,4.4,0.3,4,5.2,,,
Heliangelus viola,Heliangelus viola,Purple-throated Sunangel,B,14,5.4,,4.4,6.6,,,"208, 633, 1042"
Heliangelus regalis,Heliangelus regalis,Royal Sunangel,B,2,3.6,,3.5,3.7,,Peru,"259, 1143"
Eriocnemis vestitus,Eriocnemis vestitus,Glowing Puffleg,B,22,4.4,,3.9,5,,Peru,900
Eriocnemis vestitus,Eriocnemis vestitus,Glowing Puffleg,B,80,4.7,,3.3,7.2,,Columbia,324a
Eriocnemis luciani,Eriocnemis luciani,Sapphire-vented Puffleg,B,31,6,,5.4,6.4,,Ecuador,633
Eriocnemis cupreoventris,Eriocnemis cupreoventris,Coppery-bellied Puffleg,U,13,5.3,0.3,4.7,5.8,,Columbia,324a
Eriocnemis mosquera,Eriocnemis mosquera,Golden-breasted Puffleg,B,11,5.3,1.8,,6.2,,Columbia,1037
Eriocnemis glaucopoides,Eriocnemis glaucopoides,Blue-capped Puffleg,B,13,3.7,0.5,3,4.5,,Bolivia,1143
Eriocnemis alinae,Eriocnemis alinae,Emerald-bellied Puffleg,U,,,,4,4.5,,Columbia,1069
Haplophaedia aureliae,Haplophaedia aureliae,Greenish Puffleg,B,10,5.2,,4.7,6,,Columbia,1068
Haplophaedia assimilis,Haplophaedia assimilis,Buff-thighed Puffleg,B,8,4.8,,4.1,5.5,,Peru,1143
Haplophaedia lugens,Haplophaedia lugens,Hoary Puffleg,U,6,6.9,,6,8.8,,Columbia,"881, 1037"
Urosticte benjamini,Urosticte benjamini,Purple-bellied Whitetip,B,9,3.9,,3.5,4.5,,Columbia,"259, 944, 1037"
Urosticte ruficrissa,Urosticte ruficrissa,Rufous-vented Whitetip,U,7,4.3,,,,,Columbia,1038a
Ocreatus underwoodii,Ocreatus underwoodii,Booted Racket-tail,U,19,3,0.1,,,,,136
Lesbia victoriae,Lesbia victoriae,Black-tailed Trainbearer,B,4,5,,4.5,5.3,,,"136, 208, 633"
Lesbia nuna,Lesbia nuna,Green-tailed Trainbearer,B,12,3.7,,,,,,"136, 208, 953"
Sappho sparganura,Sappho sparganura,Red-tailed Comet,B,10,5.3,, , ,, ,"208, 362, 1040"
Polyonymus caroli,Polyonymus caroli,Bronze-tailed Comet,B,6,4.8,,,,,,"136, 208"
Ramphomicron microrhynchum,Ramphomicron microrhynchum,Purple-backed Thornbill,B,6,3.6,, , ,, ,"208, 633"
Oreonympha nobilis,Oreonympha nobilis,Bearded Mountaineer,B,3,7.7,,7,9,,,"136, 208"
Oxypogon guerinii,Oxypogon guerinii,Bearded Helmetcrest,U,4,4.8,,,,,,"136, 1263"
Metallura tyrianthina,Metallura tyrianthina,Tyrian Metaltail,B,93,3.8,,,,,Ecuador,632
Metallura aeneocauda,Metallura aeneocauda,Scaled Metaltail,B,25,5.2,,,,,Bolivia,963
Metallura eupogon,Metallura eupogon,Fire-throated Metaltail,U,10,4.6,0.3,,,,Peru,1288
Metallura theresiae,Metallura theresiae,Coppery Metaltail,B,5,4.9,,,,,,"136, 208"
Metallura odomae,Metallura odomae,Neblina Metaltail,B,9,5.1,,4.7,5.4,, ,"28, 900"
Metallura baroni,Metallura baroni,Violet-throated Metaltail,B,9,4.3,,,,,Ecuador,632
Metallura williami,Metallura williami,Viridian Metaltail,B,12,4.5,,,,,,"79, 319"
Metallura phoebe,Metallura phoebe,Black Metaltail,B,5,5.4,,,,,,"136, 208, 1042"
Chalcostigma ruficeps,Chalcostigma ruficeps,Rufous-capped Thornbill,B,5,3.4,,,,, ,"208, 963"
Chalcostigma stanleyi,Chalcostigma stanleyi,Blue-mantled Thornbill,U,11,5.8,,,,,,136
Chalcostigma herrani,Chalcostigma herrani,Rainbow-bearded Thornbill,B,10,5.8,,5.1,7,,Peru; Columbia,"900, 1037"
Aglaiocercus kingi,Aglaiocercus kingi,Long-tailed Sylph,M,11,5.1,0.5,4,6,,Venezuela,1254
Aglaiocercus kingi,Aglaiocercus kingi,Long-tailed Sylph,F,8,4.6,,4,4.6,,,
Aglaiocercus coelestis,Aglaiocercus coelestis,Violet-tailed Sylph,M,31,6.3,0.5,5,7.9,,Columbia,1037
Aglaiocercus coelestis,Aglaiocercus coelestis,Violet-tailed Sylph,F,49,5,0.4,4,6.2,,,
Aglaiocercus berlepschi,Aglaiocercus berlepschi,Venezuelan Sylph,M,,5.5,,,,,,522
Aglaiocercus berlepschi,Aglaiocercus berlepschi,Venezuelan Sylph,F,,4.5,,,,,,
Augastes scutatus,Augastes scutatus,Hyacinth Visorbearer,U,1,3,,,,,,136
Augastes lumachella,Augastes lumachella,Hooded Visorbearer,U,2,4,,,,,,136
Augastes geoffroyi,Augastes geoffroyi,Wedge-billed Hummingbird,U,13,3.6,0.2,,,,,136
Heliothryx barroti,Heliothryx barroti,Purple-crowned Fairy,B,9,5.5,0.2,,,,,136
Heliothryx auritus,Heliothryx auritus,Black-eared Fairy,U,11,5.4,,,,,,"136, 208, 1308"
Heliactin bilopha,Heliactin bilopha,Horned Sungem,B,6,4.4,,,,,Brazil,1109
Loddigesia mirabilis,Loddigesia mirabilis,Marvelous Spatuletail,U,1,3,,,,,,136
Heliomaster constantii,Heliomaster constantii,Plain-capped Starthroat,B,9,7.3,,6.5,9,,,587
Heliomaster longirostris,Heliomaster longirostris,Long-billed Starthroat,U,10,6.6,,,,,,"136, 208"
Heliomaster squamosus,Heliomaster squamosus,Stripe-breasted Starthroat,U,3,5.9,,,,,,"136, 880"
Heliomaster furcifer,Heliomaster furcifer,Blue-tufted Starthroat,B,5,5.4,,4.9,6.5,,,"63, 136, 362, 657"
Rhodopis vesper,Rhodopis vesper,Oasis Hummingbird,U,6,3.8,,,,,,"136, 208"
Thaumastura cora,Thaumastura cora,Peruvian Sheartail,U,3,1.9,,,,,,"136, 208"
Tilmatura dupontii,Tilmatura dupontii,Sparkling-tailed Hummingbird,U,12,2.2,0.2,,,,,136
Doricha enicura,Doricha enicura,Slender Sheartail,U,1,2.4,,,,,,136
Doricha eliza,Doricha eliza,Mexican Sheartail,B,4,2.5,,2.3,2.7,,"Yucatan, Mexico",910a
Calliphlox evelynae,Calliphlox evelynae,Bahama Woodstar,F,2,2.4,,2.2,2.6,,Bahamas,1159
Calliphlox bryantae,Calliphlox bryantae,Magenta-throated Woodstar,U,21,3.3,,,,,,136
Calliphlox mitchellii,Calliphlox mitchellii,Purple-throated Woodstar,U,3,3.1,,,,,,136
Calliphlox amethystina,Calliphlox amethystina,Amethyst Woodstar,U,28,2.8,0.3,,,,Brazil,880
Microstilbon burmeisteri,Microstilbon burmeisteri,Slender-billed Woodstar,F,1,2.5,,,,,Argentina,1040
Calothorax lucifer,Calothorax lucifer,Lucifer Hummingbird,B,9,3.3,,2.9,3.5,F,"Arizona, USA",1026
Calothorax pulcher,Calothorax pulcher,Beautiful Hummingbird,B,5,2.7,,,,,,"136, 208"
Mellisuga minima,Mellisuga minima,Vervain Hummingbird,U,6,2.4,,,,,,136
Mellisuga helenae,Mellisuga helenae,Bee Hummingbird,B,4,2.2,,2,2.6,,Cuba,19
Archilochus colubris,Archilochus colubris,Ruby-throated Hummingbird,M,121,2.9,0.2,2.4,3.7,,"Pennsylvania, USA",828
Archilochus colubris,Archilochus colubris,Ruby-throated Hummingbird,F,463,3.3,0.3,2.6,4.1,,,
Archilochus alexandri,Archilochus alexandri,Black-chinned Hummingbird,M,1207,3.2,0.4,2.3,4.8,F,"Arizona, USA",1026
Archilochus alexandri,Archilochus alexandri,Black-chinned Hummingbird,F,733,3.6,0.4,2.5,5.1,,,
Calypte anna,Calypte anna,Anna's Hummingbird,M,431,4.5,0.4,3.6,6.3,F,"Arizona, USA",1028
Calypte anna,Calypte anna,Anna's Hummingbird,F,541,4,0.4,3.2,5.6,,,
Calypte costae,Calypte costae,Costa's Hummingbird,M,33,3,,2.5,5.2,,,587
Calypte costae,Calypte costae,Costa's Hummingbird,F,27,3.2,,2.5,3.4,,,
Atthis heloisa,Atthis heloisa,Bumblebee Hummingbird,B,15,2.2,,2,2.7,,,587
Atthis ellioti,Atthis ellioti,Wine-throated Hummingbird,F,6,2.9,,2,4,,Guatemala; El Salvador,"966, 1041a"
Stellula calliope,Stellula calliope,Calliope Hummingbird,M,46,2.5,,1.9,3.2,,,587
Stellula calliope,Stellula calliope,Calliope Hummingbird,F,26,2.8,,2.2,3.2,,,
Myrtis fanny,Myrtis fanny,Purple-collared Woodstar,U,3,2.3,,2.3,2.3,,,"136, 208"
Chaetocercus mulsant,Chaetocercus mulsant,White-bellied Woodstar,U,8,3.9,,,,,,"136, 208"
Chaetocercus bombus,Chaetocercus bombus,Little Woodstar,U ,1,6.5,,,,,,785a
Selasphorus scintilla,Selasphorus scintilla,Scintillant Hummingbird,U,39,2.2,0.2,,,,,136
Selasphorus flammula simoni,Selasphorus flammula,Volcano Hummingbird,B,9,2.8,,2.4,3.2,, ,"208, 1161"
Selasphorus flammula torridus,Selasphorus flammula,Volcano Hummingbird,B,30,2.6,,2,3,,Costa Rica,1161
Selasphorus platycercus,Selasphorus platycercus,Broad-tailed Hummingbird,M,97,3.5,0.3,,,B,"Colorado, USA",162
Selasphorus platycercus,Selasphorus platycercus,Broad-tailed Hummingbird,F,109,3.6,0.4,,,,,
Selasphorus rufus,Selasphorus rufus,Rufous Hummingbird,B,112,3.5,,2.8,4.5,F,"Arizona, USA",1026
Selasphorus sasin sasin,Selasphorus sasin,Allen's Hummingbird,M,38,3.1,,2.5,3.8,,,587
Selasphorus sasin sasin,Selasphorus sasin,Allen's Hummingbird,F,18,3.2,,2.8,3.5,,,
Selasphorus sasin sedentarius,Selasphorus sasin,Allen's Hummingbird,M,19,3.5,,,,,,587
Selasphorus sasin sedentarius,Selasphorus sasin,Allen's Hummingbird,F,26,3.7,,,,,,
Colius striatus,Colius striatus,Speckled Mousebird,U,102,51.1,,36.8,64,,Kenya,121
Colius leucocephalus,Colius leucocephalus,White-headed Mousebird,M,8,37.8,,31,42,,,394
Colius leucocephalus,Colius leucocephalus,White-headed Mousebird,F,4,34,,28,39,,,
Colius castanotus,Colius castanotus,Red-backed Mousebird,B,100, ,,39,82,,Angola,266
Colius colius,Colius colius,White-backed Mousebird,U,15,41.4,,29,54,,South Africa,508
Urocolius macrourus,Urocolius macrourus,Blue-naped Mousebird,U,7,45.5,,35,52.5,,,"120, 852"
Urocolius indicus,Urocolius indicus,Red-faced Mousebird,U,17,52.7,,47.5,59.5,,South Africa,508
Urocolius indicus lacteifrons,Urocolius indicus,Red-faced Mousebird,B,31,,,45,65,,Angola,266
Apaloderma narina,Apaloderma narina,Narina Trogon,M,11,65,,54,77,,South Africa,1036
Apaloderma narina,Apaloderma narina,Narina Trogon,F,7,70.5,,58,80,,,
Apaloderma vittatum,Apaloderma vittatum,Bar-tailed Trogon,B,18,55,,49,59,, ,591a
Priotelus temnurus,Priotelus temnurus,Cuban Trogon,U,5,53.4,,40.3,60,,Cuba,"591a, 782, 801"
Priotelus roseigaster,Priotelus roseigaster,Hispaniolan Trogon,U,1,74.2,,,,,Hispaniola,591a
Trogon melanocephalus,Trogon melanocephalus,Black-headed Trogon,B,20,85.1,,60,95,,,591a
Trogon citreolus,Trogon citreolus,Citreoline Trogon,B,23,79,,66,91,, ,591a
Trogon viridis,Trogon viridis,White-tailed Trogon,B,31,89.7,,77,107,,,591a
Trogon bairdii,Trogon bairdii,Baird's Trogon,U,2,94.4,,93.7,95,,,591a
Trogon violaceus,Trogon violaceus,Violaceous Trogon,B,11,51.5,,48,55,,,359
Trogon violaceus caligatus,Trogon violaceus,Violaceous Trogon,U,,42,,,,,,522
Trogon mexicanus,Trogon mexicanus,Mountain Trogon,B,20,71,,61.5,85,, ,591a
Trogon comptus,Trogon comptus,White-eyed Trogon,B,4,114,,100,126,, ,591a
Trogon collaris,Trogon collaris,Collared Trogon,B,47,64.2, ,,,,Panama,489
Trogon elegans,Trogon elegans,Elegant Trogon,B,18,70.9,7.7,51.6,80,,El Salvador,1041a
Trogon aurantiiventris,Trogon aurantiiventris,Orange-bellied Trogon,B,7,66.7,,61.5,72,, ,"489, 591a, 1180"
Trogon personatus,Trogon personatus,Masked Trogon,U,10,63.4,,57,75,,,"953, 963, 1037, 1288, 1308"
Trogon rufus,Trogon rufus,Black-throated Trogon,B,10,53.8,6.6,46,69.5,,,"79, 155, 293, 615, 874, 878"
Trogon surrucura,Trogon surrucura,Surucua Trogon,B,3,73.3,,70,78,,Brazil,63
Trogon curucui,Trogon curucui,Blue-crowned Trogon,B,18,54,,38,65,, ,591a
Trogon melanurus,Trogon melanurus,Black-tailed Trogon,B,11,114,, ,,,Suriname,498
Trogon massena,Trogon massena,Slaty-tailed Trogon,B,26,141,,,,,Panama,489
Trogon clathratus,Trogon clathratus,Lattice-tailed Trogon,U,,130,,,,,Costa Rica,1170
Euptilotis neoxenus,Euptilotis neoxenus,Eared Quetzal,M,5,116,,103,127,,,591a
Euptilotis neoxenus,Euptilotis neoxenus,Eared Quetzal,F,6,129,,115,148,,,
Pharomachrus mocinno,Pharomachrus mocinno,Resplendent Quetzal,M,12,206,9,193,221,,Costa Rica,76
Pharomachrus mocinno,Pharomachrus mocinno,Resplendent Quetzal,F,8,199,,184,215,,,
Pharomachrus antisianus,Pharomachrus antisianus,Crested Quetzal,M,4,170,,145,226,,,591a
Pharomachrus antisianus,Pharomachrus antisianus,Crested Quetzal,F,2,136,,134,138,,,
Pharomachrus fulgidus,Pharomachrus fulgidus,White-tipped Quetzal,M,1,160,,,,,Venezuela,1254
Pharomachrus auriceps,Pharomachrus auriceps,Golden-headed Quetzal,B,11,180,,154,222,, ,"591a, 1037"
Pharomachrus pavoninus,Pharomachrus pavoninus,Pavonine Quetzal,M,11,163,,152,180,,,591a 
Harpactes fasciatus,Harpactes fasciatus,Malabar Trogon,M,1,62,,,,,,7
Harpactes kasumba,Harpactes kasumba,Red-naped Trogon,B,4,96.9,,72.1,115,,Borneo; Malaysia,"1216, 1287"
Harpactes diardii,Harpactes diardii,Diard's Trogon,M,6, ,,90.7,111,,,1287
Harpactes diardii,Harpactes diardii,Diard's Trogon,F,5,,,87.5,106,,,
Harpactes ardens,Harpactes ardens,Philippine Trogon,B,11,96.3,,82.6,114,,Philippines,954
Harpactes orrhophaeus,Harpactes orrhophaeus,Cinnamon-rumped Trogon,M,10, ,,46.8,60.6,, ,1287
Harpactes orrhophaeus,Harpactes orrhophaeus,Cinnamon-rumped Trogon,F,17,,,45.7,60,,,
Harpactes duvaucelii,Harpactes duvaucelii,Scarlet-rumped Trogon,M,14, ,,36.4,43,, ,1287
Harpactes duvaucelii,Harpactes duvaucelii,Scarlet-rumped Trogon,F,8,,,33.8,43.1,,,
Harpactes erythrocephalus,Harpactes erythrocephalus,Red-headed Trogon,U,6,80.3,,75,86.6,, ,"775, 1287"
Harpactes oreskios,Harpactes oreskios,Orange-breasted Trogon,M,1,57.3,,,,,,1287
Harpactes wardi,Harpactes wardi,Ward's Trogon,B,4,119,,115,120,,India,7
Alcedo atthis atthis,Alcedo atthis,Common Kingfisher,U,15,27,2.4,23,33,PB,Iran,223
Alcedo atthis ispida,Alcedo atthis,Common Kingfisher,U,162,35.8,2.1,,,B,"Britain, UK",223
Alcedo semitorquata,Alcedo semitorquata,Half-collared Kingfisher,B,9, ,,40,56,,Angola,266
Alcedo quadribrachys,Alcedo quadribrachys,Shining-blue Kingfisher,U,11,34.9,,28,39.5,,Ghana; Angola,"266, 457"
Alcedo meninting,Alcedo meninting,Blue-eared Kingfisher,U,15, ,,17.9,23.3,,  ,1287
Alcedo azurea,Alcedo azurea,Azure Kingfisher,U,40,34.9,3.5,24,40,, ,516
Alcedo websteri,Alcedo websteri,Bismarck Kingfisher,M,2,55.5,,54,57,,New Britain,426
Alcedo websteri,Alcedo websteri,Bismarck Kingfisher,F,1,67,,,,,,
Alcedo euryzona,Alcedo euryzona,Blue-banded Kingfisher,M,5,,,40.6,45.2,,,1287
Alcedo euryzona,Alcedo euryzona,Blue-banded Kingfisher,F,9,,,38.7,48.5,,,
Alcedo cyanopectus,Alcedo cyanopectus,Indigo-banded Kingfisher,F,1,21.5,,,,,"Luzon, Philippines",436
Alcedo argentata,Alcedo argentata,Silvery Kingfisher,M,12,16.5,,13.5,18.2,,Philippines,475
Alcedo argentata,Alcedo argentata,Silvery Kingfisher,F,14,19.3,,17.2,22.4,,,
Alcedo cristata,Alcedo cristata,Malachite Kingfisher,B,10,15.7,4,11,21.1,,,"457, 508, 562"
Alcedo vintsioides,Alcedo vintsioides,Malagasy Kingfisher,U,19,17.9,3.1,13.5,26,,Madagascar ,957
Alcedo leucogaster,Alcedo leucogaster,White-bellied Kingfisher,U,5,14.5,,13.5,14.8,,Liberia,616
Alcedo pusilla,Alcedo pusilla,Little Kingfisher,U,14,13.3,0.9,12,14,, ,516
Ceyx erithacus,Ceyx erithacus,Black-backed Kingfisher,U,51,18,,15.2,21.5,, ,1287
Ceyx melanurus,Ceyx melanurus,Philippine Kingfisher,B,3,22.8,,22,23.9,,Philippines,"436, 954"
Ceyx fallax,Ceyx fallax,Sulawesi Kingfisher,B,16,18,1.6,15.5,20.5,,"Sulawesi, Indonesia",1272
Ceyx rufidorsa,Ceyx rufidorsa,Rufous-backed Kingfisher,U,9,17.6,,,,,Malaysia,"785, 1333"
Ceyx lepidus,Ceyx lepidus,Variable Kingfisher,U,10,14,,,,,New Guinea,61
Ceyx lepidus nigromaxilla,Ceyx lepidus,Variable Kingfisher,B,5,19.4,,19,20.5,,Guadalcanal,399
Ceyx lepidus gentianus,Ceyx lepidus,Variable Kingfisher,M,3,26.8,,24.5,28,,Solomon Islands,399
Ceyx lepidus gentianus,Ceyx lepidus,Variable Kingfisher,F,4,28.4,,27,29.5,,,
Ispidina madagascariensis,Ispidina madagascariensis,Madagascar Pygmy-Kingfisher,B,20,17.7,2.4,13.5,23.5,,Madagascar,957
Ispidina picta,Ispidina picta,African Pygmy-Kingfisher,U,18,11.4,,9.6,13.5,,Ghana,457
Ispidina picta,Ispidina picta,African Pygmy-Kingfisher,U,26,14.2,1.6,11,18.5,,Tanzania,1014
Ispidina lecontei,Ispidina lecontei,Dwarf Kingfisher,U,5,9.5,,8,10.5,,,"120, 616"
Lacedo pulchella,Lacedo pulchella,Banded Kingfisher,M,6, ,,40.8,48.5,, ,1287
Lacedo pulchella,Lacedo pulchella,Banded Kingfisher,F,7,,,46.5,54.3,,,
Dacelo novaeguineae,Dacelo novaeguineae,Laughing Kookaburra,M,51,313,27.1,248,371,,"Canberra, Australia",516
Dacelo novaeguineae,Dacelo novaeguineae,Laughing Kookaburra,F,35,356,26.5,285,417,,,
Dacelo leachii,Dacelo leachii,Blue-winged Kookaburra,M,21,284,34.4,200,330,,northern Australia,516
Dacelo leachii,Dacelo leachii,Blue-winged Kookaburra,F,13,334,51.3,267,447,,,
Dacelo tyro archboldi,Dacelo tyro,Spangled Kookaburra,M,,,,128,145,, ,393
Dacelo tyro archboldi,Dacelo tyro,Spangled Kookaburra,F,,,,148,165,,,
Dacelo gaudichaud,Dacelo gaudichaud,Rufous-bellied Kookaburra,U,22,143,,,,,New Guinea,61
Clytoceyx rex,Clytoceyx rex,Shovel-billed Kookaburra,M,2,242,,238,245,,New Guinea,424
Pelargopsis amauroptera,Pelargopsis amauroptera,Brown-winged Kingfisher,M,1,162,,,,,,1287
Pelargopsis capensis gouldi,Pelargopsis capensis,Stork-billed Kingfisher,M,4,155,,143,180,,Philippines,983
Pelargopsis capensis gouldi,Pelargopsis capensis,Stork-billed Kingfisher,F,3,206,,182,225,,,
Pelargopsis melanorhyncha,Pelargopsis melanorhyncha,Black-billed Kingfisher,M,1,184,,,,,,393
Pelargopsis melanorhyncha,Pelargopsis melanorhyncha,Black-billed Kingfisher,F,1,203,,,,,,
Halcyon coromanda,Halcyon coromanda,Ruddy Kingfisher,U,27,77.5,,68.8,86.8,F,Malaysia,1287
Halcyon badia,Halcyon badia,Chocolate-backed Kingfisher,B,13,57.9,,47,64.5,,Uganda,394
Halcyon smyrnensis,Halcyon smyrnensis,White-throated Kingfisher,B,17,91.4,,80.5,108,,Philippines,954
